Time,Global Solar,Generic flat plate PV Solar Altitude,Generic flat plate PV Solar Azimuth,Generic flat plate PV Angle of Incidence,Generic flat plate PV Incident Solar,Generic flat plate PV Power Output,Wind Speed,Generic 1.5 MW Power Output,Generic 1.5 MW Operating Status,AC Primary Load,AC Primary Load Served,Hydrogen Load,Grid Purchases,Grid Sales,Total Electrical Load Served,Renewable Penetration,Unmet Electrical Load,Total Renewable Power Output,Inverter Power Input,Inverter Power Output,Rectifier Power Input,Rectifier Power Output,Generic 1kWh Lead Acid Maximum Charge Power,Generic 1kWh Lead Acid Maximum Discharge Power,Generic 1kWh Lead Acid Charge Power,Generic 1kWh Lead Acid Discharge Power,Generic 1kWh Lead Acid Input Power,Generic 1kWh Lead Acid Energy Content,Generic 1kWh Lead Acid State of Charge,Generic 1kWh Lead Acid Energy Cost,Electrolyzer Input,Electrolyzer Output,Stored Hydrogen,Hydrogen Load Served,Unmet Hydrogen Load,Excess Hydrogen,AC Required Operating Capacity,DC Required Operating Capacity,AC Operating Capacity,DC Operating Capacity
6/4/2007 8:00:00 AM,0.1165,24.08728,-107.9152,71.43233,0.1142975,4857.644,7.814979,256465.4,0,826.663,826.663,3891,0,70686.01,252075.4,103.6686,0,261323.1,0,0,184952.7,175705.1,0.000143205,1384026,0.000143205,0,0.000143205,5304240,100,0,180562.8,3891,50000,3891,0,0,129142,3886.115,356465.4,1388884
6/4/2007 9:00:00 AM,0.2145,37.90495,-106.4746,57.83231,0.2105011,8946.297,6.813406,176851.3,0,1175.956,1175.956,3891,0,0,177013.9,104.9622,0,185797.6,0,0,175675.4,166891.6,0.000103076,1384026,0.000103076,0,0.000103076,5304240,100,0,175837.9,3789.183,49898.18,3891,0,0,89719.22,7157.037,276851.3,1392972
6/4/2007 10:00:00 AM,0.3685,51.77699,-106.5627,44.75784,0.3595937,15282.73,7.821878,256854.4,0,758.7587,758.7587,3891,0,77143.19,263189.5,103.3997,0,272137.2,0,0,178952.5,170004.8,7.4192E-05,1384026,7.4192E-05,0,7.4192E-05,5304240,100,0,185287.6,3992.817,50000,3891,0,0,129261.8,12226.19,356854.4,1399309
6/4/2007 11:00:00 AM,0.516,65.53611,-110.038,32.92473,0.5004789,21270.35,11.77831,325050,0,953.0314,953.0314,3891,0,156420.8,337936.5,102.4809,0,346320.3,0,0,167676.2,159292.4,5.34015E-05,1384026,5.34015E-05,0,5.34015E-05,5304240,100,0,180562.8,3891,50000,3891,0,0,163573.3,17016.28,425050,1405296
6/4/2007 12:00:00 PM,0.577,78.43647,-127.7315,24.28978,0.5597882,23791,13.28278,325050,0,1196.088,1196.088,3891,0,158831,340589.8,102.4226,0,348841,0,0,165022.9,156771.8,3.84373E-05,1384026,3.84373E-05,0,3.84373E-05,5304240,100,0,180562.8,3891,50000,3891,0,0,163840.7,19032.8,425050,1407817
6/4/2007 1:00:00 PM,0.4825,81.61684,145.4027,22.861,0.4720624,20062.65,12.08884,325050,0,1043.879,1043.879,3891,0,155058.7,336665.3,102.5091,0,345112.7,0,0,168947.5,160500.1,2.76665E-05,1384026,2.76665E-05,0,2.76665E-05,5304240,100,0,180562.8,3891,50000,3891,0,0,163673.3,16050.12,425050,1404088
6/4/2007 2:00:00 PM,0.5595,69.78524,112.8352,29.70065,0.5415674,23016.62,12.25293,325050,0,956.4882,956.4882,3891,0,158255.5,339774.7,102.4404,0,348066.6,0,0,165838,157546.1,1.99133E-05,1384026,1.99133E-05,0,1.99133E-05,5304240,100,0,180562.8,3891,50000,3891,0,0,163577.1,18413.29,425050,1407042
6/4/2007 3:00:00 PM,0.452,56.14385,107.1171,40.83429,0.438222,18624.43,14.28908,325050,0,886.0654,886.0654,3891,0,153702.5,335151.4,102.5431,0,343674.4,0,0,170461.4,161938.3,1.43336E-05,1384026,1.43336E-05,0,1.43336E-05,5304240,100,0,180562.8,3891,50000,3891,0,0,163499.7,14899.55,425050,1402650
6/4/2007 4:00:00 PM,0.4115,42.2818,106.2957,53.6285,0.3911929,16625.7,12.56728,325050,0,695.0266,695.0266,3891,0,151789.7,333047.4,102.5907,0,341675.7,0,0,172565.3,163937,1.03168E-05,1384026,1.03168E-05,0,1.03168E-05,5304240,100,0,180562.8,3891,50000,3891,0,0,163289.5,13300.56,425050,1400652
6/4/2007 5:00:00 PM,0.2515,28.43517,107.3341,67.10663,0.2392747,10169.17,12.18297,325050,0,1068.131,1068.131,3891,0,144620.2,326251.1,102.7488,0,335219.2,0,0,179361.7,170393.6,7.42589E-06,1384026,7.42589E-06,0,7.42589E-06,5304240,100,0,180562.8,3891,50000,3891,0,0,163699.9,8135.338,425050,1394195
6/4/2007 6:00:00 PM,0.1125,14.71421,109.5385,80.87997,0.1067446,4536.645,10.05541,323061.5,0,967.6263,967.6263,3891,0,136803.3,318333.7,102.9103,0,327598.2,0,0,185290.6,176026.1,5.34491E-06,1384026,5.34491E-06,0,5.34491E-06,5304240,100,0,180562.8,3891,50000,3891,0,0,162595.2,3629.316,423061.5,1388562
6/4/2007 7:00:00 PM,0.028,1.227294,112.8248,94.7504,0.01394167,592.5212,13.09577,325050,0,873.6733,873.6733,3891,0,134734,316170.4,102.9959,0,325642.5,0,0,189442.3,179970.2,3.84686E-06,1384026,3.84686E-06,0,3.84686E-06,5304240,100,0,180562.8,3891,50000,3891,0,0,163486,474.0169,425050,1384618
6/4/2007 8:00:00 PM,0,0,117.4211,90,0,0,10.24169,323586.7,0,1111.724,1111.724,3891,0,132409,314083.4,103.0257,0,323586.7,0,0,190066,180562.8,2.76893E-06,1384026,2.76893E-06,0,2.76893E-06,5304240,100,0,180562.8,3891,50000,3891,0,0,163016.3,0,423586.7,1384026
6/4/2007 9:00:00 PM,0,0,123.8634,90,0,0,12.89346,325050,0,933.1439,933.1439,3891,0,134050.8,315546.7,103.0117,0,325050,0,0,190066,180562.8,1.99306E-06,1384026,1.99306E-06,0,1.99306E-06,5304240,100,0,180562.8,3891,50000,3891,0,0,163551.5,0,425050,1384026
6/4/2007 10:00:00 PM,0,0,133.108,90,0,0,10.187,323432.5,0,1021.458,1021.458,3891,0,132345,313929.2,103.0272,0,323432.5,0,0,190066,180562.8,1.43465E-06,1384026,1.43465E-06,0,1.43465E-06,5304240,100,0,180562.8,3891,50000,3891,0,0,162839.9,0,423432.5,1384026
6/4/2007 11:00:00 PM,0,0,146.5811,90,0,0,10.63831,324704.9,0,732.0482,732.0482,3891,0,133906.8,315201.6,103.015,0,324704.9,0,0,190066,180562.8,1.03242E-06,1384026,1.03242E-06,0,1.03242E-06,5304240,100,0,180562.8,3891,50000,3891,0,0,163157.7,0,424704.9,1384026
6/5/2007 12:00:00 AM,0,0,165.397,90,0,0,9.226057,314244.3,0,567.2917,567.2917,3891,0,123610.9,304741,103.1185,0,314244.3,0,0,190066,180562.8,7.42997E-07,1384026,7.42997E-07,0,7.42997E-07,5304240,100,0,180562.8,3891,50000,3891,0,0,157746.2,0,414244.3,1384026
6/5/2007 1:00:00 AM,0,0,-172.3785,90,0,0,6.091653,126787.8,0,742.1672,742.1672,3891,0,0,120485.6,105.2307,0,126787.8,0,0,126045.7,119743.4,5.34491E-07,1384026,5.34491E-07,0,5.34491E-07,5304240,100,0,119743.4,2580.386,48689.39,3891,0,0,64210.3,0,226787.8,1384026
6/5/2007 2:00:00 AM,0,0,-152.0757,90,0,0,7.678494,248551.7,0,775.131,775.131,3891,0,0,236162.9,105.2459,0,248551.7,0,0,247776.6,235387.8,3.84725E-07,1384026,3.84725E-07,0,3.84725E-07,5304240,100,0,235387.8,5072.44,49870.82,3891,0,0,125128.5,0,348551.7,1384026
6/5/2007 3:00:00 AM,0,0,-136.9727,90,0,0,6.768164,173662.5,0,696.1851,696.1851,3891,0,0,165014.2,105.241,0,173662.5,0,0,172966.4,164318,2.77165E-07,1384026,2.77165E-07,0,2.77165E-07,5304240,100,0,164318,3540.938,49520.77,3891,0,0,87597.08,0,273662.5,1384026
6/5/2007 4:00:00 AM,0,0,-126.5573,90,0,0,4.468578,50139.05,0,913.4675,913.4675,3891,0,0,47677.77,105.1623,0,50139.05,0,0,49225.58,46764.3,1.9917E-07,1384026,1.9917E-07,0,1.9917E-07,5304240,100,0,46764.3,1007.738,46637.5,3891,0,0,26074.34,0,150139,1384026
6/5/2007 5:00:00 AM,0,0,-119.3502,90,0,0,4.10952,40016.01,0,875.0328,875.0328,3891,0,0,38058.96,105.1422,0,40016.01,0,0,39140.98,37183.93,1.43348E-07,1384026,1.43348E-07,0,1.43348E-07,5304240,100,0,37183.93,801.2875,43547.79,3891,0,0,20970.54,0,140016,1384026
6/5/2007 6:00:00 AM,0.0125,0,-114.2426,90,0,0,5.995376,121359.1,0,566.7999,566.7999,3891,0,1.45519E-11,115319.5,105.2373,0,121359.1,0,0,120792.3,114752.7,1.03086E-07,1384026,1.03086E-07,0,1.03086E-07,5304240,100,0,114752.7,2472.84,42129.63,3891,0,0,61303.04,0,221359.1,1384026
6/5/2007 7:00:00 AM,0.077,10.41657,-110.5823,85.29554,0.0723386,3074.391,5.886853,115239.9,0,1108.809,1108.809,3891,0,0,112607.7,105.0676,0,118314.3,0,0,114131.1,108424.5,7.37162E-08,1384026,7.37162E-08,0,7.37162E-08,5304240,100,0,111498.9,2402.723,40641.35,3891,0,0,58839.62,2459.512,215239.9,1387100
6/5/2007 8:00:00 AM,0.1965,24.0657,-108.0525,71.48667,0.1878844,7985.089,5.798288,110246,0,1043.454,1043.454,3891,0,0,112770.9,104.8418,0,118231.1,0,0,109202.5,103742.4,5.32935E-08,1384026,5.32935E-08,0,5.32935E-08,5304240,100,0,111727.5,2407.648,39158,3891,0,0,56270.79,6388.071,210246,1392011
6/5/2007 9:00:00 AM,0.4075,37.87254,-106.6305,57.90036,0.3802485,16160.56,5.990501,121084.2,0,994.078,994.078,3891,0,0,131240.3,104.5752,0,137244.8,0,0,120090.1,114085.6,3.81224E-08,1384026,3.81224E-08,0,3.81224E-08,5304240,100,0,130246.2,2806.714,38073.71,3891,0,0,61635.59,12928.45,221084.2,1400186
6/5/2007 10:00:00 AM,0.5445,51.73229,-106.7551,44.84269,0.5148385,21880.63,3.625584,28212.07,0,784.5023,784.5023,3891,0,-3.63798E-12,48721.33,102.8147,0,50092.71,0,0,27427.57,26056.19,2.76193E-08,1384026,2.76193E-08,0,2.76193E-08,5304240,100,0,47936.83,1033.005,35215.72,3891,0,0,14968.99,17504.51,128212.1,1405906
6/5/2007 11:00:00 AM,0.63,65.4738,-110.3056,33.03108,0.6017563,25574.64,4.241385,43733.72,0,826.3673,826.3673,3891,0,0,67163,103.1943,0,69308.37,0,0,42907.36,40761.99,1.94502E-08,1384026,1.94502E-08,0,1.94502E-08,5304240,100,0,66336.63,1429.508,32754.23,3891,0,0,22775.87,20459.71,143733.7,1409600
6/5/2007 12:00:00 PM,0.679,78.33614,-128.12,24.41598,0.6513801,27683.65,3.846432,32598.69,0,920.988,920.988,3891,0,0,58698.46,102.6983,0,60282.34,0,0,31677.7,30093.81,1.40041E-08,1384026,1.40041E-08,0,1.40041E-08,5304240,100,0,57777.47,1245.064,30108.29,3891,0,0,17312.43,22146.92,132598.7,1411710
6/5/2007 1:00:00 PM,0.682,81.54075,146.0989,22.97052,0.654903,27833.38,1.062736,0,0,959.3381,959.3381,3891,0,0,27782.88,100.1817,0,27833.38,1009.83,959.3381,0,0,1.01141E-08,1384026,1.01141E-08,0,1.01141E-08,5304240,100,0,26823.55,578.0286,26795.32,3891,0,0,1055.272,22266.7,100000,1411859
6/5/2007 2:00:00 PM,0.6445,69.78729,113.2033,29.76184,0.6172037,26231.15,2.039549,0,0,882.287,882.287,3891,0,0,26184.72,100.1773,0,26231.15,928.7231,882.287,0,0,7.00207E-09,1384026,7.00207E-09,0,7.00207E-09,5304240,100,0,25302.43,545.2496,23449.57,3891,0,0,970.5157,20984.92,100000,1410257
6/5/2007 3:00:00 PM,0.571,56.16998,107.3407,40.85872,0.5425773,23059.54,2.377668,0,0,759.0509,759.0509,3891,0,0,23019.58,100.1735,0,23059.54,799.001,759.0509,0,0,4.66805E-09,1384026,4.66805E-09,0,4.66805E-09,5304240,100,0,22260.53,479.6988,20038.27,3891,0,0,834.956,18447.63,100000,1407085
6/5/2007 4:00:00 PM,0.4555,42.32161,106.459,53.62915,0.4270127,18148.04,3.41615,24078.83,0,875.5967,875.5967,3891,0,0,41066.71,102.8251,0,42226.87,0,0,23203.23,22043.07,3.69554E-09,1384026,3.69554E-09,0,3.69554E-09,5304240,100,0,40191.11,866.0901,17013.36,3891,0,0,13002.57,14518.43,124078.8,1402174
6/5/2007 5:00:00 PM,0.2905,28.48566,107.467,67.09039,0.2696613,11460.61,4.560099,52719.34,0,498.7739,498.7739,3891,0,0,61568.91,104.2408,0,64179.94,0,0,52220.56,49609.53,2.52853E-09,1384026,2.52853E-09,0,2.52853E-09,5304240,100,0,61070.14,1316.018,14438.38,3891,0,0,26908.32,9168.484,152719.3,1395486
6/5/2007 6:00:00 PM,0.112,14.77452,109.6543,80.85017,0.1064047,4522.201,4.368977,47330.97,0,856.5877,856.5877,3891,0,0,49529.45,104.6916,0,51853.17,0,0,46474.38,44150.66,7.78008E-10,1384026,7.78008E-10,0,7.78008E-10,5304240,100,0,48672.86,1048.866,11596.24,3891,0,0,24607.73,3617.761,147331,1388548
6/5/2007 7:00:00 PM,0.015,1.29765,112.9308,94.70836,0.01413353,600.6749,4.161557,41483.11,0,888.6307,888.6307,3891,0,0,40054.07,105.0675,0,42083.79,0,0,40594.48,38564.76,1.36151E-09,1384026,1.36151E-09,0,1.36151E-09,5304240,100,0,39165.43,843.9875,8549.229,3891,0,0,21719.05,480.5399,141483.1,1384627
6/5/2007 8:00:00 PM,0,0,117.521,90,0,0,4.965581,69139.32,0,611.7435,611.7435,3891,0,0,65712.94,105.2142,0,69139.32,0,0,68527.58,65101.2,5.83506E-10,1384026,5.83506E-10,0,5.83506E-10,5304240,100,0,65101.2,1402.885,6061.114,3891,0,0,35242.58,0,169139.3,1384026
6/5/2007 9:00:00 PM,0,0,123.9577,90,0,0,6.040844,123922.9,0,729.8987,729.8987,3891,0,0,117763.2,105.2305,0,123922.9,0,0,123193,117033.3,1.94502E-10,1384026,1.94502E-10,0,1.94502E-10,5304240,100,0,117033.3,2521.986,4692.101,3891,0,0,62764.34,0,223922.9,1384026
6/5/2007 10:00:00 PM,0,0,133.1913,90,0,0,6.995174,190756.5,0,923.2776,923.2776,3891,0,0,181264.9,105.2364,0,190756.5,0,0,189833.2,180341.6,1.94502E-10,1384026,1.94502E-10,0,1.94502E-10,5304240,100,0,180341.6,3886.234,4687.335,3891,0,0,96393.88,0,290756.5,1384026
6/5/2007 11:00:00 PM,0,0,146.6357,90,0,0,5.215823,79722.05,0,1127.252,1127.252,3891,0,0,75792.32,105.1849,0,79722.05,0,0,78594.8,74665.06,0,1384026,0,0,0,5304240,100,0,74665.06,1608.98,2405.314,3891,0,0,41101.01,0,179722.1,1384026
6/6/2007 12:00:00 AM,0,0,165.3849,90,0,0,6.059056,124949.8,0,1042.496,1042.496,3891,0,0,118754.4,105.217,0,124949.8,0,0,123907.3,117711.9,0,1384026,0,0,0,5304240,100,0,117711.9,2536.609,1050.924,3891,0,0,63621.64,0,224949.8,1384026
6/6/2007 1:00:00 AM,0,0,-172.4668,90,0,0,6.596598,161570,0,851.5522,851.5522,3891,0,0,153534.1,105.234,0,161570,0,0,160718.5,152682.5,0,1384026,0,0,0,5304240,100,0,152682.5,3290.201,450.1249,3891,0,0,81721.71,0,261570,1384026
6/6/2007 2:00:00 AM,0,0,-152.2086,90,0,0,6.439268,150480.9,0,798.9685,798.9685,3891,0,0,142996.8,105.2337,0,150480.9,0,0,149681.9,142197.8,0,1384026,0,0,0,5304240,100,0,142197.8,3064.262,0,3514.387,376.6125,0,76119.3,0,250480.9,1384026
6/6/2007 3:00:00 AM,0,0,-137.1129,90,0,0,3.912132,34450.99,0,798.3747,798.3747,3891,0,0,32768.36,105.1349,0,34450.99,0,0,33652.62,31969.98,0,1384026,0,0,0,5304240,100,0,31969.98,688.9307,0,688.9307,3202.069,0,18103.71,0,134451,1384026
6/6/2007 4:00:00 AM,0,0,-126.6905,90,0,0,5.186873,78497.76,0,588.3506,588.3506,3891,0,0,74602.28,105.2216,0,78497.76,0,0,77909.41,74013.93,0,1384026,0,0,0,5304240,100,0,74013.93,1594.948,0,1594.948,2296.052,0,39896.06,0,178497.8,1384026
6/6/2007 5:00:00 AM,0,0,-119.4757,90,0,0,4.390999,47951.84,0,836.0511,836.0511,3891,0,0,45596.05,105.1666,0,47951.84,0,0,47115.79,44760,0,1384026,0,0,0,5304240,100,0,44760,964.5464,0,964.5464,2926.454,0,24895.57,0,147951.8,1384026
6/6/2007 6:00:00 AM,0.006,0,-114.364,90,0,0,6.012521,122325.8,0,412.4713,412.4713,3891,0,0,116230.2,105.2445,0,122325.8,0,0,121913.4,115817.7,0,1384026,0,0,0,5304240,100,0,115817.7,2495.79,0,2495.79,1395.21,0,61616.64,0,222325.8,1384026
6/6/2007 7:00:00 AM,0.059,10.4032,-110.7049,85.33868,0.05717416,2429.902,6.817882,177166.8,0,803.9009,803.9009,3891,0,0,170778.6,105.1635,0,179596.7,0,0,176362.9,167544.8,0,1384026,0,0,0,5304240,100,0,169974.7,3662.835,0,3662.835,228.1653,0,89467.7,1943.922,277166.8,1386456
6/6/2007 8:00:00 AM,0.2125,24.04185,-108.1828,71.54145,0.2007931,8533.705,6.471913,152781.8,0,562.7055,562.7055,3891,0,0,153704.5,104.9517,0,161315.5,0,0,152219.1,144608.1,0,1384026,0,0,0,5304240,100,0,153141.8,3300.098,0,3300.098,590.9016,0,77009.87,6826.964,252781.8,1392560
6/6/2007 9:00:00 AM,0.395,37.83834,-106.7779,57.96805,0.3702267,15734.63,6.698752,168770.1,0,863.7887,863.7887,3891,0,2.91038E-11,176109.5,104.7671,0,184504.8,0,0,167906.4,159511,0,1384026,0,0,0,5304240,100,0,175245.7,3776.421,0,3776.421,114.5792,0,85335.24,12587.71,268770.2,1399760
6/6/2007 10:00:00 AM,0.527,51.68639,-106.9363,44.92612,0.499928,21246.94,6.282518,139432.6,0,775.1432,775.1432,3891,0,0,153746.7,104.5093,0,160679.5,0,0,138657.5,131724.6,0,1384026,0,0,0,5304240,100,0,152971.5,3296.428,0,3296.428,594.5715,0,70568.95,16997.55,239432.6,1405273
6/6/2007 11:00:00 AM,0.612,65.41117,-110.5556,33.13434,0.5858253,24897.57,6.803856,176178.2,0,981.2174,981.2174,3891,0,0,192315.9,104.5549,0,201075.8,0,0,175197,166437.2,0,1384026,0,0,0,5304240,100,0,191334.7,4123.128,232.1286,3891,0,0,89168.45,19918.06,276178.2,1408924
6/6/2007 12:00:00 PM,0.6435,78.23806,-128.4718,24.5367,0.6195975,26332.89,5.960721,119405,0,1114.355,1114.355,3891,0,0,139823.4,104.23,0,145737.9,0,0,118290.7,112376.1,0,1384026,0,0,0,5304240,100,0,138709,2989.082,0,3221.211,669.7894,0,60928.3,21066.31,219405,1410359
6/6/2007 1:00:00 PM,0.62,81.46962,146.7642,23.07346,0.5991922,25465.67,5.805182,110634.7,0,1253.663,1253.663,3891,0,0,130631.3,104.1866,0,136100.4,0,0,109381,103912,0,1384026,0,0,0,5304240,100,0,129377.7,2787.998,0,2787.998,1103.003,0,56696.38,20372.54,210634.7,1409492
6/6/2007 2:00:00 PM,0.6625,69.79175,113.5543,29.81772,0.6327695,26892.71,5.482754,92454.09,0,832.1057,832.1057,3891,0,0,114765.7,103.9917,0,119346.8,0,0,91621.98,87040.88,0,1384026,0,0,0,5304240,100,0,113933.6,2455.189,0,2455.189,1435.811,0,47142.36,21514.16,192454.1,1410919
6/6/2007 3:00:00 PM,0.519,56.19767,107.5529,40.87915,0.4976792,21151.37,5.76188,108193,0,980.778,980.778,3891,0,0,123983.8,104.3236,0,129344.4,0,0,107212.3,101851.7,0,1384026,0,0,0,5304240,100,0,123003,2650.629,0,2650.629,1240.371,0,55175.38,16921.09,208193,1405177
6/6/2007 4:00:00 PM,0.235,42.36242,106.6136,53.62675,0.2307464,9806.722,3.47775,25294.52,0,691.2841,691.2841,3891,0,0,33871.09,103.6319,0,35101.25,0,0,24603.24,23373.08,0,1384026,0,0,0,5304240,100,0,33179.8,715.0013,0,715.0013,3175.999,0,13407.67,7845.377,125294.5,1393833
6/6/2007 5:00:00 PM,0.17,28.53661,107.5923,67.07182,0.1664059,7072.25,4.118488,40268.84,0,923.7677,923.7677,3891,0,0,45373.84,104.3357,0,47341.09,0,0,39345.08,37377.82,0,1384026,0,0,0,5304240,100,0,44450.07,957.8678,0,957.8678,2933.132,0,21150.57,5657.8,140268.8,1391098
6/6/2007 6:00:00 PM,0.0885,14.83479,109.7632,80.81866,0.08604258,3656.81,4.034168,37891.58,0,922.3633,922.3633,3891,0,0,39699.93,104.6561,0,41548.39,0,0,36969.22,35120.76,0,1384026,0,0,0,5304240,100,0,38777.57,835.6293,0,835.6293,3055.371,0,19960.39,2925.448,137891.6,1387683
6/6/2007 7:00:00 PM,0.0235,1.367392,113.0301,94.66523,0.01730569,735.4918,6.778633,174400.4,0,758.143,758.143,3891,0,0,166453.8,105.2159,0,175135.9,0,0,173642.3,164960.2,0,1384026,0,0,0,5304240,100,0,165695.7,3570.625,0,3570.625,320.3751,0,88034.17,588.3934,274400.4,1384761
6/6/2007 8:00:00 PM,0,0,117.6142,90,0,0,5.956755,119181.4,0,512.2886,512.2886,3891,0,0,113248,105.2393,0,119181.4,0,0,118669.1,112735.7,0,1384026,0,0,0,5304240,100,0,112735.7,2429.374,0,2429.374,1461.626,0,60154.22,0,219181.4,1384026
6/6/2007 9:00:00 PM,0,0,124.0449,90,0,0,3.704127,29762.15,0,709.3763,709.3763,3891,0,0,28309.51,105.1313,0,29762.15,0,0,29052.77,27600.13,0,1384026,0,0,0,5304240,100,0,27600.13,594.7634,0,594.7634,3296.237,0,15661.39,0,129762.1,1384026
6/6/2007 10:00:00 PM,0,0,133.2671,90,0,0,5.378082,86583.97,0,765.936,765.936,3891,0,0,82293.07,105.2142,0,86583.97,0,0,85818.04,81527.13,0,1384026,0,0,0,5304240,100,0,81527.13,1756.852,0,1756.852,2134.148,0,44134.52,0,186584,1384026
6/6/2007 11:00:00 PM,0,0,146.6831,90,0,0,4.577676,53214.88,0,802.1597,802.1597,3891,0,0,50594.24,105.1797,0,53214.88,0,0,52412.72,49792.08,0,1384026,0,0,0,5304240,100,0,49792.08,1072.984,0,1072.984,2818.016,0,27489.81,0,153214.9,1384026
6/7/2007 12:00:00 AM,0,0,165.3681,90,0,0,4.657484,56109.91,0,1277.717,1277.717,3891,0,0,53368.3,105.1372,0,56109.91,0,0,54832.19,52090.58,0,1384026,0,0,0,5304240,100,0,52090.58,1122.515,0,1122.515,2768.485,0,29460.44,0,156109.9,1384026
6/7/2007 1:00:00 AM,0,0,-172.5551,90,0,0,5.623251,100376.2,0,1311.862,1311.862,3891,0,0,95423.01,105.1908,0,100376.2,0,0,99064.37,94111.15,0,1384026,0,0,0,5304240,100,0,94111.15,2028.029,0,2028.029,1862.971,0,51631.16,0,200376.2,1384026
6/7/2007 2:00:00 AM,0,0,-152.338,90,0,0,7.13414,202510.3,0,1155.802,1155.802,3891,0,0,192442.5,105.2315,0,202510.3,0,0,201354.5,191286.8,0,1384026,0,0,0,5304240,100,0,191286.8,4122.095,231.0948,3891,0,0,102526.5,0,302510.3,1384026
6/7/2007 3:00:00 AM,0,0,-137.2479,90,0,0,5.335532,84784.55,0,1246.007,1246.007,3891,0,0,80607.62,105.1818,0,84784.55,0,0,83538.55,79361.62,0,1384026,0,0,0,5304240,100,0,79361.62,1710.187,0,1941.282,1949.718,0,43762.88,0,184784.5,1384026
6/7/2007 4:00:00 AM,0,0,-126.8181,90,0,0,7.173305,205822.9,0,1085.095,1085.095,3891,0,0,195586,105.234,0,205822.9,0,0,204737.8,194500.9,0,1384026,0,0,0,5304240,100,0,194500.9,4191.357,300.3568,3891,0,0,104105,0,305822.8,1384026
6/7/2007 5:00:00 AM,0,0,-119.5954,90,0,0,5.11921,75636.28,0,1430.922,1430.922,3891,0,0,71926.01,105.1584,0,75636.28,0,0,74205.36,70495.09,0,1384026,0,0,0,5304240,100,0,70495.09,1519.12,0,1819.476,2071.524,0,39392.15,0,175636.3,1384026
6/7/2007 6:00:00 AM,0.0145,0,-114.4795,90,0,0,5.563889,97029.01,0,1291.501,1291.501,3891,0,0,92242.13,105.1895,0,97029.01,0,0,95737.51,90950.63,0,1384026,0,0,0,5304240,100,0,90950.63,1959.922,0,1959.922,1931.078,0,49935.16,0,197029,1384026
6/7/2007 7:00:00 AM,0.09,10.38713,-110.8211,85.38285,0.08057451,3424.417,8.175956,276819.7,0,1090.143,1090.143,3891,0,0,266457.6,105.174,0,280244.1,0,0,275729.5,261943.1,0,1384026,0,0,0,5304240,100,0,265367.5,5718.482,1827.482,3891,0,0,139609,2739.533,376819.7,1387450
6/7/2007 8:00:00 AM,0.1995,24.0158,-108.306,71.59659,0.190224,8084.52,10.80427,325050,0,1672.61,1672.61,3891,0,0,316965.7,105.1011,0,333134.5,0,0,323377.4,307208.5,0,1384026,0,0,0,5304240,100,0,315293,6794.343,4730.825,3891,0,0,164364.9,6467.616,425050,1392110
6/7/2007 9:00:00 AM,0.366,37.80247,-106.9169,58.03531,0.3467681,14737.64,14.46021,325050,0,1420.404,1420.404,3891,0,0,323606.2,105.0004,0,339787.7,0,0,323629.6,307448.1,0,1384026,0,0,0,5304240,100,0,322185.8,6942.876,7782.701,3891,0,0,164087.4,11790.11,425050,1398764
6/7/2007 10:00:00 AM,0.333,51.63939,-107.1063,45.00801,0.3260171,13855.73,12.88502,325050,0,1489.483,1489.483,3891,0,0,322727.7,105.0129,0,338905.7,0,0,323560.5,307382.5,0,1384026,0,0,0,5304240,100,0,321238.2,6922.458,10814.16,3891,0,0,164163.4,11084.58,425050,1397882
6/7/2007 11:00:00 AM,0.535,65.34838,-110.7881,33.2344,0.5173489,21987.33,11.45103,325050,0,1136.486,1136.486,3891,0,0,330841.7,104.8953,0,347037.3,0,0,323913.5,307717.8,0,1384026,0,0,0,5304240,100,0,329705.2,7104.914,14028.07,3891,0,0,163775.1,17589.86,425050,1406013
6/7/2007 12:00:00 PM,0.6335,78.14244,-128.788,24.65187,0.6104818,25945.48,7.832676,257463.3,0,1412.532,1412.532,3891,0,0,270606.2,104.7311,0,283408.8,0,0,256050.8,243248.2,0,1384026,0,0,0,5304240,100,0,269193.7,5800.935,15938.01,3891,0,0,130285.4,20756.38,357463.3,1409971
6/7/2007 1:00:00 PM,0.232,81.40358,147.4002,23.1698,0.22848,9710.4,8.755748,301028.6,0,1122.083,1122.083,3891,0,0,295743.7,105.0704,0,310739,0,0,299906.5,284911.2,0,1384026,0,0,0,5304240,100,0,294621.6,6348.888,18395.89,3891,0,0,151748.6,7768.32,401028.6,1393736
6/7/2007 2:00:00 PM,0.418,69.79866,113.888,29.86826,0.4096026,17408.11,9.613187,318610.1,0,1474.251,1474.251,3891,0,-5.82077E-11,320161.4,104.9528,0,336018.2,0,0,317135.8,301279,0,1384026,0,0,0,5304240,100,0,318687.1,6867.483,21372.38,3891,0,0,160926.7,13926.49,418610.1,1401434
6/7/2007 3:00:00 PM,0.442,56.22691,107.7537,40.89558,0.4289512,18230.43,5.93671,118051.1,0,1283.369,1283.369,3891,0,1.45519E-11,130443.2,104.4758,0,136281.5,0,0,116767.8,110929.4,0,1384026,0,0,0,5304240,100,0,129159.8,2783.302,20264.68,3891,0,0,60437.27,14584.34,218051.1,1402256
